Player,Team,Season,PPG,RPG,APG,Winrate,MVP
Antawn Jamison,WAS,08_09,22.2,8.9,1.9,0.232,0
Tony Parker,SAS,08_09,22.0,3.1,6.9,0.659,0
Amar'e Stoudemire,PHO,08_09,21.4,8.1,2.0,0.561,0
Joe Johnson,ATL,08_09,21.4,4.4,5.8,0.573,0
Devin Harris,NJN,08_09,21.3,3.3,6.9,0.415,0
Michael Redd,MIL,08_09,21.2,3.2,2.7,0.415,0
David West,NOH,08_09,21.0,8.5,2.3,0.598,0
Zach Randolph,LACNYK,08_09,20.8,10.1,2.1,,0
Caron Butler,WAS,08_09,20.8,6.2,4.3,0.232,0
Vince Carter,NJN,08_09,20.8,5.1,4.7,0.415,0
Stephen Jackson,GSW,08_09,20.7,5.1,6.5,0.354,0
Ben Gordon,CHI,08_09,20.7,3.5,3.4,0.5,0
Dwight Howard,ORL,08_09,20.6,13.8,1.4,0.72,0
Paul Pierce,BOS,08_09,20.5,5.6,3.6,0.756,0
Al Harrington,GSWNYK,08_09,20.1,6.2,1.4,,0
Jamal Crawford,GSWNYK,08_09,19.7,3.0,4.4,,0
Yao Ming,HOU,08_09,19.7,9.9,1.8,0.646,0
Richard Jefferson,MIL,08_09,19.6,4.6,2.4,0.415,0
Jason Terry,DAL,08_09,19.6,2.4,3.4,0.61,0
Deron Williams,UTA,08_09,19.4,2.9,10.7,0.585,0
Tim Duncan,SAS,08_09,19.3,10.7,3.5,0.659,0
Monta Ellis,GSW,08_09,19.0,4.3,3.7,0.354,0
Rudy Gay,MEM,08_09,18.9,5.5,1.7,0.293,0
Pau Gasol,LAL,08_09,18.9,9.6,3.5,0.793,0
Andre Iguodala,PHI,08_09,18.8,5.7,5.3,0.5,0
Corey Maggette,GSW,08_09,18.6,5.5,1.8,0.354,0
O.J. Mayo,MEM,08_09,18.5,3.8,3.2,0.293,0
John Salmons,CHISAC,08_09,18.3,4.2,3.2,,0
Richard Hamilton,DET,08_09,18.3,3.1,4.4,0.476,0
Ray Allen,BOS,08_09,18.2,3.5,2.8,0.756,0
LaMarcus Aldridge,POR,08_09,18.1,7.5,1.9,0.659,0
Josh Howard,DAL,08_09,18.0,5.1,1.6,0.61,0
Mo Williams,CLE,08_09,17.8,3.4,4.1,0.805,0
Shaquille O'Neal,PHO,08_09,17.8,8.4,1.7,0.561,0
Rashard Lewis,ORL,08_09,17.7,5.7,2.6,0.72,0
Chauncey Billups,DENDET,08_09,17.7,3.0,6.4,,0
Allen Iverson,DENDET,08_09,17.5,3.0,5.0,,0
Nate Robinson,NYK,08_09,17.2,3.9,4.1,0.39,0
Metta World Peace,HOU,08_09,17.1,5.2,3.3,0.646,0
Mehmet Okur,UTA,08_09,17.0,7.7,1.7,0.585,0
Jason Richardson,CHAPHO,08_09,16.8,4.4,2.0,,0
Al Thornton,LAC,08_09,16.8,5.2,1.5,0.232,0
Hedo Turkoglu,ORL,08_09,16.8,5.3,4.9,0.72,0
Derrick Rose,CHI,08_09,16.8,3.9,6.3,0.5,0
Jameer Nelson,ORL,08_09,16.7,3.5,5.4,0.72,0
Gerald Wallace,CHA,08_09,16.6,7.8,2.7,0.427,0
Jeff Green,OKC,08_09,16.5,6.7,2.0,0.28,0
Andre Miller,PHI,08_09,16.3,4.5,6.5,0.5,0
Randy Foye,MIN,08_09,16.3,3.1,4.3,0.293,0
Charlie Villanueva,MIL,08_09,16.2,6.7,1.8,0.415,0
Carlos Boozer,UTA,08_09,16.2,10.4,2.1,0.585,0
Eric Gordon,LAC,08_09,16.1,2.6,2.8,0.232,0
David Lee,NYK,08_09,16.0,11.7,2.1,0.39,0
Kevin Garnett,BOS,08_09,15.8,8.5,2.5,0.756,0
Steve Nash,PHO,08_09,15.7,3.0,9.7,0.561,0
Tracy McGrady,HOU,08_09,15.6,4.4,5.0,0.646,0
Josh Smith,ATL,08_09,15.6,7.2,2.4,0.573,0
Manu Ginobili,SAS,08_09,15.5,4.5,3.6,0.659,0
Andrea Bargnani,TOR,08_09,15.4,5.3,1.2,0.402,0
Russell Westbrook,OKC,08_09,15.3,4.9,5.3,0.28,0
Thaddeus Young,PHI,08_09,15.3,5.0,1.1,0.5,0
J.R. Smith,DEN,08_09,15.2,3.7,2.8,0.659,0
Mike Dunleavy,IND,08_09,15.1,3.8,2.4,0.439,0
T.J. Ford,IND,08_09,14.9,3.5,5.3,0.439,0
Baron Davis,LAC,08_09,14.9,3.7,7.7,0.232,0
Mike Bibby,ATL,08_09,14.9,3.5,5.0,0.573,0
Nene,DEN,08_09,14.6,7.8,1.4,0.659,0
Wilson Chandler,NYK,08_09,14.4,5.4,2.1,0.39,0
Kelenna Azubuike,GSW,08_09,14.4,5.0,1.6,0.354,0
Andrew Bynum,LAL,08_09,14.3,8.0,1.4,0.793,0
Troy Murphy,IND,08_09,14.3,11.8,2.4,0.439,0
Leandro Barbosa,PHO,08_09,14.2,2.6,2.3,0.561,0
Tayshaun Prince,DET,08_09,14.2,5.8,3.1,0.476,0
Raymond Felton,CHA,08_09,14.2,3.8,6.7,0.427,0
Luol Deng,CHI,08_09,14.1,6.0,1.9,0.5,0
Michael Beasley,MIA,08_09,13.9,5.4,1.0,0.524,0
Marvin Williams,ATL,08_09,13.9,6.3,1.3,0.573,0
Elton Brand,PHI,08_09,13.8,8.8,1.3,0.5,0
Cuttino Mobley,LAC,08_09,13.7,2.6,1.1,0.232,0
Ronnie Brewer,UTA,08_09,13.7,3.7,2.2,0.585,0
Marquis Daniels,IND,08_09,13.6,4.6,2.1,0.439,0
Paul Millsap,UTA,08_09,13.5,8.6,1.8,0.585,0
Rodney Stuckey,DET,08_09,13.4,3.5,4.9,0.476,0
Ryan Gomes,MIN,08_09,13.3,4.8,1.6,0.293,0
Peja Stojakovic,NOH,08_09,13.3,4.3,1.2,0.598,0
Jermaine O'Neal,MIATOR,08_09,13.3,6.4,1.8,,0
Boris Diaw,CHAPHO,08_09,13.2,5.3,4.1,,0
Emeka Okafor,CHA,08_09,13.2,10.1,0.6,0.427,0
Jarrett Jack,IND,08_09,13.1,3.4,4.1,0.439,0
Brook Lopez,NJN,08_09,13.0,8.1,1.0,0.415,0
Gilbert Arenas,WAS,08_09,13.0,4.5,10.0,0.232,0
Shawn Marion,MIATOR,08_09,12.9,8.5,2.0,,0
Zydrunas Ilgauskas,CLE,08_09,12.9,7.5,1.0,0.805,0
Jose Calderon,TOR,08_09,12.8,2.9,8.9,0.402,0
Lou Williams,PHI,08_09,12.8,2.0,3.0,0.5,0
Travis Outlaw,POR,08_09,12.8,4.1,1.0,0.659,0
Luis Scola,HOU,08_09,12.7,8.8,1.5,0.646,0
Francisco Garcia,SAC,08_09,12.7,3.4,2.3,0.207,0
Ramon Sessions,MIL,08_09,12.4,3.4,5.7,0.415,0
Ronald Murray,ATL,08_09,12.2,2.1,2.0,0.573,0
Rasheed Wallace,DET,08_09,12.0,7.4,1.4,0.476,0
Chris Kaman,LAC,08_09,12.0,8.0,1.5,0.232,0
Grant Hill,PHO,08_09,12.0,4.9,2.3,0.561,0
Raja Bell,CHAPHO,08_09,11.9,3.6,2.1,,0
Rajon Rondo,BOS,08_09,11.9,5.2,8.2,0.756,0
Marc Gasol,MEM,08_09,11.9,7.4,1.7,0.293,0
Brad Miller,CHISAC,08_09,11.9,7.8,3.3,,0
Drew Gooden,CHISACSAS,08_09,11.9,7.1,0.9,,0
Andris Biedrins,GSW,08_09,11.9,11.2,2.0,0.354,0
Roger Mason,SAS,08_09,11.8,3.1,2.1,0.659,0
D.J. Augustin,CHA,08_09,11.8,1.8,3.5,0.427,0
Delonte West,CLE,08_09,11.7,3.2,3.5,0.805,0
Andrew Bogut,MIL,08_09,11.7,10.2,2.0,0.415,0
Rafer Alston,HOUORL,08_09,11.7,2.9,5.3,,0
Kenyon Martin,DEN,08_09,11.7,6.0,2.0,0.659,0
Larry Hughes,CHINYK,08_09,11.6,2.9,2.2,,0
Hakim Warrick,MEM,08_09,11.6,5.0,0.8,0.293,0
Andrei Kirilenko,UTA,08_09,11.6,4.8,2.6,0.585,0
Al Horford,ATL,08_09,11.5,9.3,2.4,0.573,0
Andres Nocioni,CHISAC,08_09,11.4,4.8,1.3,,0
Spencer Hawes,SAC,08_09,11.4,7.1,1.9,0.207,0
Lamar Odom,LAL,08_09,11.3,8.2,2.6,0.793,0
Rasual Butler,NOH,08_09,11.2,3.3,0.9,0.598,0
Aaron Brooks,HOU,08_09,11.2,2.0,3.0,0.646,0
Chris Duhon,NYK,08_09,11.1,3.1,7.2,0.39,0
Kevin Love,MIN,08_09,11.1,9.1,1.0,0.293,0
Jason Thompson,SAC,08_09,11.1,7.4,1.1,0.207,0
Steve Blake,POR,08_09,11.0,2.5,5.0,0.659,0
Beno Udrih,SAC,08_09,11.0,3.0,4.7,0.207,0
Mike Conley,MEM,08_09,10.9,3.4,4.3,0.293,0
Nick Young,WAS,08_09,10.9,1.8,1.2,0.232,0
Tyrus Thomas,CHI,08_09,10.8,6.4,1.0,0.5,0
Anthony Parker,TOR,08_09,10.7,4.0,3.4,0.402,0
Udonis Haslem,MIA,08_09,10.6,8.2,1.1,0.524,0
Rudy Fernandez,POR,08_09,10.4,2.7,2.0,0.659,0
Marcus Camby,LAC,08_09,10.3,11.1,2.0,0.232,0
Matt Barnes,PHO,08_09,10.2,5.5,2.8,0.561,0
Quentin Richardson,NYK,08_09,10.2,4.4,1.6,0.39,0
Anthony Morrow,GSW,08_09,10.1,3.0,1.2,0.354,0
Craig Smith,MIN,08_09,10.1,3.8,1.1,0.293,0
Andray Blatche,WAS,08_09,10.0,5.3,1.7,0.232,0
Mario Chalmers,MIA,08_09,10.0,2.8,4.9,0.524,0
Derek Fisher,LAL,08_09,9.9,2.3,3.2,0.793,0
Linas Kleiza,DEN,08_09,9.9,4.0,0.8,0.659,0
Mike Miller,MIN,08_09,9.9,6.6,4.5,0.293,0
Kirk Hinrich,CHI,08_09,9.9,2.4,3.9,0.5,0
Sebastian Telfair,MIN,08_09,9.8,1.7,4.6,0.293,0
Keyon Dooling,NJN,08_09,9.7,2.0,3.5,0.415,0
Von Wafer,HOU,08_09,9.7,1.8,1.1,0.646,0
Michael Finley,SAS,08_09,9.7,3.3,1.4,0.659,0
Nenad Krstic,OKC,08_09,9.7,5.5,0.6,0.28,0
Brendan Haywood,WAS,08_09,9.7,7.3,1.3,0.232,0
Antonio McDyess,DET,08_09,9.6,9.8,1.3,0.476,0
Luke Ridnour,MIL,08_09,9.6,3.0,5.1,0.415,0
Rashad McCants,MINSAC,08_09,9.6,1.9,1.2,,0
C.J. Watson,GSW,08_09,9.5,2.5,2.7,0.354,0
Mickael Pietrus,ORL,08_09,9.4,3.3,1.2,0.72,0
Carl Landry,HOU,08_09,9.2,5.0,0.6,0.646,0
Daequan Cook,MIA,08_09,9.1,2.5,0.9,0.524,0
C.J. Miles,UTA,08_09,9.1,2.3,1.5,0.585,0
Kyle Korver,UTA,08_09,9.0,3.3,1.8,0.585,0
Jason Kidd,DAL,08_09,9.0,6.2,8.7,0.61,0
James Posey,NOH,08_09,8.9,4.8,1.1,0.598,0
Trevor Ariza,LAL,08_09,8.9,4.3,1.8,0.793,0
Marco Belinelli,GSW,08_09,8.9,1.7,2.1,0.354,0
D.J. White,OKC,08_09,8.9,4.6,0.9,0.28,0
Greg Oden,POR,08_09,8.9,7.0,0.5,0.659,0
Tyson Chandler,NOH,08_09,8.8,8.7,0.5,0.598,0
Mike James,NOHWAS,08_09,8.7,2.2,3.3,,0
Jarvis Hayes,NJN,08_09,8.7,3.6,0.7,0.415,0
Yi Jianlian,NJN,08_09,8.6,5.3,1.0,0.415,0
Anderson Varejao,CLE,08_09,8.6,7.2,1.0,0.805,0
Eddie House,BOS,08_09,8.5,1.9,1.1,0.756,0
Kendrick Perkins,BOS,08_09,8.5,8.1,1.3,0.756,0
Tim Thomas,CHILACNYK,08_09,8.5,3.1,1.1,,0
Brandon Bass,DAL,08_09,8.5,4.5,0.5,0.61,0
Willie Green,PHI,08_09,8.5,1.6,2.0,0.5,0
Courtney Lee,ORL,08_09,8.4,2.3,1.2,0.72,0
Charlie Bell,MIL,08_09,8.4,1.9,2.2,0.415,0
Brandan Wright,GSW,08_09,8.3,4.0,0.5,0.354,0
Matt Bonner,SAS,08_09,8.2,4.8,1.0,0.659,0
Nick Collison,OKC,08_09,8.2,6.9,0.9,0.28,0
Jason Kapono,TOR,08_09,8.2,2.0,1.3,0.402,0
Brandon Rush,IND,08_09,8.1,3.1,0.9,0.439,0
Anthony Randolph,GSW,08_09,7.9,5.8,0.8,0.354,0
Bobby Simmons,NJN,08_09,7.8,3.9,1.3,0.415,0
Daniel Gibson,CLE,08_09,7.8,2.1,1.8,0.805,0
J.J. Barea,DAL,08_09,7.8,2.2,3.4,0.61,0
Kevin Durant,OKC,09_10,30.1,7.6,2.8,0.61,0
LeBron James,CLE,09_10,29.7,7.3,8.6,0.744,1
Carmelo Anthony,DEN,09_10,28.2,6.6,3.2,0.646,0
Kobe Bryant,LAL,09_10,27.0,5.4,5.0,0.695,0
Dwyane Wade,MIA,09_10,26.6,4.8,6.5,0.573,0
Monta Ellis,GSW,09_10,25.5,4.0,5.3,0.317,0
Dirk Nowitzki,DAL,09_10,25.0,7.7,2.7,0.671,0
Danny Granger,IND,09_10,24.1,5.5,2.8,0.39,0
Chris Bosh,TOR,09_10,24.0,10.8,2.4,0.488,0
Amar'e Stoudemire,PHO,09_10,23.1,8.9,1.0,0.659,0
Gilbert Arenas,WAS,09_10,22.6,4.2,7.2,0.317,0
Brandon Roy,POR,09_10,21.5,4.4,4.7,0.61,0
Joe Johnson,ATL,09_10,21.3,4.6,4.9,0.646,0
Derrick Rose,CHI,09_10,20.8,3.8,6.0,0.5,0
Zach Randolph,MEM,09_10,20.8,11.7,1.8,0.488,0
Stephen Jackson,CHAGSW,09_10,20.6,5.0,3.7,,0
Kevin Martin,HOUSAC,09_10,20.6,3.6,2.4,,0
David Lee,NYK,09_10,20.2,11.7,3.6,0.354,0
Tyreke Evans,SAC,09_10,20.1,5.3,5.8,0.305,0
Corey Maggette,GSW,09_10,19.8,5.3,2.5,0.317,0
Rudy Gay,MEM,09_10,19.6,5.9,1.9,0.488,0
Aaron Brooks,HOU,09_10,19.6,2.6,5.3,0.512,0
Chauncey Billups,DEN,09_10,19.5,3.1,5.6,0.646,0
Carlos Boozer,UTA,09_10,19.5,11.2,3.2,0.646,0
David West,NOH,09_10,19.0,7.5,3.0,0.451,0
Brook Lopez,NJN,09_10,18.8,8.6,2.3,0.146,0
Antawn Jamison,CLEWAS,09_10,18.7,8.4,1.3,,0
Chris Paul,NOH,09_10,18.7,4.2,10.7,0.451,0
Deron Williams,UTA,09_10,18.7,4.0,10.5,0.646,0
Chris Kaman,LAC,09_10,18.5,9.3,1.6,0.354,0
Dwight Howard,ORL,09_10,18.3,13.2,1.8,0.72,0
Pau Gasol,LAL,09_10,18.3,11.3,3.4,0.695,0
Paul Pierce,BOS,09_10,18.3,4.4,3.1,0.61,0
Gerald Wallace,CHA,09_10,18.2,10.0,2.1,0.537,0
Richard Hamilton,DET,09_10,18.1,2.7,4.4,0.329,0
Jamal Crawford,ATL,09_10,18.0,2.5,3.0,0.646,0
Tim Duncan,SAS,09_10,17.9,10.1,3.2,0.61,0
LaMarcus Aldridge,POR,09_10,17.9,8.0,2.1,0.61,0
Al Harrington,NYK,09_10,17.7,5.6,1.5,0.354,0
Luol Deng,CHI,09_10,17.6,7.3,2.0,0.5,0
Stephen Curry,GSW,09_10,17.5,4.4,5.9,0.317,0
O.J. Mayo,MEM,09_10,17.5,3.8,3.0,0.488,0
Andrea Bargnani,TOR,09_10,17.2,6.2,1.2,0.488,0
Al Jefferson,MIN,09_10,17.1,9.2,1.8,0.183,0
Andre Iguodala,PHI,09_10,17.1,6.5,5.8,0.329,0
Devin Harris,NJN,09_10,16.9,3.2,6.6,0.146,0
Eric Gordon,LAC,09_10,16.9,2.6,3.0,0.354,0
Carl Landry,HOUSAC,09_10,16.8,5.8,0.8,,0
Rodney Stuckey,DET,09_10,16.6,3.8,4.8,0.329,0
Jason Terry,DAL,09_10,16.6,1.8,3.8,0.671,0
Vince Carter,ORL,09_10,16.6,3.9,3.1,0.72,0
Manu Ginobili,SAS,09_10,16.5,3.8,4.9,0.61,0
Steve Nash,PHO,09_10,16.5,3.3,11.0,0.659,0
Ray Allen,BOS,09_10,16.3,3.2,2.6,0.61,0
Caron Butler,DALWAS,09_10,16.3,6.2,2.1,,0
Luis Scola,HOU,09_10,16.2,8.6,2.1,0.512,0
Russell Westbrook,OKC,09_10,16.1,4.9,8.0,0.61,0
Tony Parker,SAS,09_10,16.0,2.4,5.7,0.61,0
Andrew Bogut,MIL,09_10,15.9,10.2,1.8,0.561,0
Mo Williams,CLE,09_10,15.8,3.0,5.3,0.744,0
Jason Richardson,PHO,09_10,15.7,5.1,1.8,0.659,0
Josh Smith,ATL,09_10,15.7,8.7,4.2,0.646,0
Brandon Jennings,MIL,09_10,15.5,3.4,5.7,0.561,0
J.R. Smith,DEN,09_10,15.4,3.1,2.4,0.646,0
John Salmons,CHIMIL,09_10,15.4,3.3,2.8,,0
Wilson Chandler,NYK,09_10,15.3,5.4,2.1,0.354,0
Baron Davis,LAC,09_10,15.3,3.5,8.0,0.354,0
Reggie Williams,GSW,09_10,15.2,4.6,2.8,0.317,0
Jeff Green,OKC,09_10,15.1,6.0,1.6,0.61,0
Danilo Gallinari,NYK,09_10,15.1,4.9,1.7,0.354,0
Andrew Bynum,LAL,09_10,15.0,8.3,1.0,0.695,0
Trevor Ariza,HOU,09_10,14.9,5.6,3.8,0.512,0
Michael Beasley,MIA,09_10,14.8,6.4,1.3,0.573,0
Marc Gasol,MEM,09_10,14.6,9.3,2.4,0.488,0
Troy Murphy,IND,09_10,14.6,10.2,2.1,0.39,0
Marcus Thornton,NOH,09_10,14.5,2.9,1.6,0.451,0
Kevin Garnett,BOS,09_10,14.3,7.3,2.7,0.61,0
Al Horford,ATL,09_10,14.2,9.9,2.3,0.646,0
Andray Blatche,WAS,09_10,14.1,6.3,2.1,0.317,0
Rashard Lewis,ORL,09_10,14.1,4.4,1.5,0.72,0
Kevin Love,MIN,09_10,14.0,11.0,2.3,0.183,0
Lou Williams,PHI,09_10,14.0,2.9,4.2,0.329,0
Andre Miller,POR,09_10,14.0,3.2,5.4,0.61,0
Kelenna Azubuike,GSW,09_10,13.9,4.6,1.1,0.317,0
Nene,DEN,09_10,13.8,7.6,2.5,0.646,0
Thaddeus Young,PHI,09_10,13.8,5.2,1.4,0.329,0
Ben Gordon,DET,09_10,13.8,1.9,2.7,0.329,0
Allen Iverson,MEMPHI,09_10,13.8,2.8,4.0,,0
Rajon Rondo,BOS,09_10,13.7,4.4,9.8,0.61,0
Jermaine O'Neal,MIA,09_10,13.6,6.9,1.3,0.573,0
Mehmet Okur,UTA,09_10,13.5,7.1,1.6,0.646,0
Jonny Flynn,MIN,09_10,13.5,2.4,4.4,0.183,0
Tayshaun Prince,DET,09_10,13.5,5.1,3.3,0.329,0
Elton Brand,PHI,09_10,13.1,6.1,1.4,0.329,0
Anthony Morrow,GSW,09_10,13.0,3.8,1.5,0.317,0
Corey Brewer,MIN,09_10,13.0,3.4,2.4,0.183,0
Beno Udrih,SAC,09_10,12.9,2.8,4.7,0.305,0
Josh Howard,DALWAS,09_10,12.7,3.6,1.4,,0
Peja Stojakovic,NOH,09_10,12.6,3.7,1.5,0.451,0
Jameer Nelson,ORL,09_10,12.6,3.0,5.4,0.72,0
Jason Thompson,SAC,09_10,12.5,8.5,1.7,0.305,0
Courtney Lee,NJN,09_10,12.5,3.5,1.7,0.146,0
Darren Collison,NOH,09_10,12.4,2.5,5.7,0.451,0
George Hill,SAS,09_10,12.4,2.6,2.9,0.61,0
Richard Jefferson,SAS,09_10,12.3,4.4,2.0,0.61,0
Raymond Felton,CHA,09_10,12.1,3.6,5.6,0.537,0
Shaquille O'Neal,CLE,09_10,12.0,6.7,1.5,0.744,0
Mike Conley,MEM,09_10,12.0,2.4,5.3,0.488,0
Yi Jianlian,NJN,09_10,12.0,7.2,0.9,0.146,0
Shawn Marion,DAL,09_10,12.0,6.4,1.4,0.671,0
Michael Redd,MIL,09_10,11.9,3.0,2.2,0.561,0
Rasual Butler,LAC,09_10,11.9,2.9,1.4,0.354,0
Charlie Villanueva,DET,09_10,11.9,4.7,0.7,0.329,0
Andrei Kirilenko,UTA,09_10,11.9,4.6,2.7,0.646,0
Raja Bell,CHAGSW,09_10,11.8,3.8,2.2,,0
Anthony Tolliver,GSWPOR,09_10,11.7,7.0,1.9,,0
Earl Barron,NYK,09_10,11.7,11.0,1.1,0.354,0
Roy Hibbert,IND,09_10,11.7,5.7,2.0,0.39,0
Anthony Randolph,GSW,09_10,11.6,6.5,1.3,0.317,0
Paul Millsap,UTA,09_10,11.6,6.8,1.6,0.646,0
Kenyon Martin,DEN,09_10,11.5,9.4,1.9,0.646,0
Jarrett Jack,TOR,09_10,11.4,2.7,5.0,0.488,0
Hedo Turkoglu,TOR,09_10,11.3,4.6,4.1,0.488,0
Boris Diaw,CHA,09_10,11.3,5.2,4.0,0.537,0
Grant Hill,PHO,09_10,11.3,5.5,2.4,0.659,0
Channing Frye,PHO,09_10,11.2,5.3,1.4,0.659,0
Greg Oden,POR,09_10,11.1,8.5,0.9,0.61,0
Carlos Delfino,MIL,09_10,11.0,5.3,2.7,0.561,0
Metta World Peace,LAL,09_10,11.0,4.3,3.0,0.695,0
Ryan Gomes,MIN,09_10,10.9,4.6,1.6,0.183,0
Drew Gooden,DALLAC,09_10,10.9,7.7,0.7,,0
Kirk Hinrich,CHI,09_10,10.9,3.5,4.5,0.5,0
Mike Miller,WAS,09_10,10.9,6.2,3.9,0.317,0
Lamar Odom,LAL,09_10,10.8,9.8,3.3,0.695,0
Joakim Noah,CHI,09_10,10.7,11.0,2.1,0.5,0
Al Thornton,LACWAS,09_10,10.7,3.9,1.2,,0
Luke Ridnour,MIL,09_10,10.4,1.7,4.0,0.561,0
Ersan Ilyasova,MIL,09_10,10.4,6.4,1.0,0.561,0
Emeka Okafor,NOH,09_10,10.4,9.0,0.7,0.451,0
Jason Kidd,DAL,09_10,10.3,5.6,9.0,0.671,0
T.J. Ford,IND,09_10,10.3,3.2,3.8,0.39,0
Omri Casspi,SAC,09_10,10.3,4.5,1.2,0.305,0
Jose Calderon,TOR,09_10,10.3,2.1,5.9,0.488,0
C.J. Watson,GSW,09_10,10.3,2.6,2.8,0.317,0
Dahntay Jones,IND,09_10,10.2,3.0,2.0,0.39,0
Kendrick Perkins,BOS,09_10,10.1,7.6,1.0,0.61,0
Nicolas Batum,POR,09_10,10.1,3.8,1.2,0.61,0
Nate Robinson,BOSNYK,09_10,10.1,2.0,2.9,,0
Marvin Williams,ATL,09_10,10.1,5.1,1.1,0.646,0
Randy Foye,WAS,09_10,10.1,1.9,3.3,0.317,0
Spencer Hawes,SAC,09_10,10.0,6.1,2.2,0.305,0
Will Bynum,DET,09_10,10.0,2.3,4.5,0.329,0
Ronald Murray,CHACHI,09_10,9.9,2.4,1.8,,0
Mike Dunleavy,IND,09_10,9.9,3.5,1.5,0.39,0
James Harden,OKC,09_10,9.9,3.2,1.8,0.61,0
Udonis Haslem,MIA,09_10,9.9,8.1,0.7,0.573,0
C.J. Miles,UTA,09_10,9.9,2.7,1.7,0.646,0
Chris Douglas-Roberts,NJN,09_10,9.8,3.0,1.4,0.146,0
Hakim Warrick,CHIMIL,09_10,9.6,4.1,0.7,,0
JJ Redick,ORL,09_10,9.6,1.9,1.9,0.72,0
Leandro Barbosa,PHO,09_10,9.5,1.6,1.5,0.659,0
Brandon Rush,IND,09_10,9.4,4.2,1.4,0.39,0
Tyrus Thomas,CHACHI,09_10,9.4,6.2,1.0,,0
Henry Walker,BOSNYK,09_10,9.4,2.5,1.1,,0
Wesley Matthews,UTA,09_10,9.4,2.3,1.5,0.646,0
Martell Webster,POR,09_10,9.4,3.3,0.8,0.61,0
Jonas Jerebko,DET,09_10,9.3,6.0,0.7,0.329,0
Brendan Haywood,DALWAS,09_10,9.1,9.3,0.6,,0
Larry Hughes,CHANYK,09_10,9.1,3.2,3.0,,0
Mike Bibby,ATL,09_10,9.1,2.3,3.9,0.646,0
Kyle Lowry,HOU,09_10,9.1,3.6,4.5,0.512,0
Travis Outlaw,LACPOR,09_10,9.1,3.6,1.0,,0
Rasheed Wallace,BOS,09_10,9.0,4.1,1.0,0.61,0
Taj Gibson,CHI,09_10,9.0,7.5,0.9,0.5,0
Quentin Richardson,MIA,09_10,8.9,4.9,1.2,0.573,0
Chase Budinger,HOU,09_10,8.9,3.0,1.2,0.512,0
Matt Barnes,ORL,09_10,8.8,5.5,1.7,0.72,0
Arron Afflalo,DEN,09_10,8.8,3.1,1.7,0.646,0
Ronnie Brewer,MEMUTA,09_10,8.8,3.2,2.7,,0
Delonte West,CLE,09_10,8.8,2.8,3.3,0.744,0
Brad Miller,CHI,09_10,8.8,4.9,1.9,0.5,0
Willie Green,PHI,09_10,8.7,1.8,2.1,0.329,0
Mickael Pietrus,ORL,09_10,8.7,2.9,0.7,0.72,0
Nick Young,WAS,09_10,8.6,1.4,0.6,0.317,0
DeMar DeRozan,TOR,09_10,8.6,2.9,0.7,0.488,0
Toney Douglas,NYK,09_10,8.6,1.9,2.0,0.354,0
Marreese Speights,PHI,09_10,8.6,4.1,0.6,0.329,0
Anderson Varejao,CLE,09_10,8.6,7.6,1.1,0.744,0
Jerry Stackhouse,MIL,09_10,8.5,2.4,1.7,0.561,0
Jerryd Bayless,POR,09_10,8.5,1.6,2.3,0.61,0
Donte Greene,SAC,09_10,8.5,3.1,0.9,0.305,0
J.J. Hickson,CLE,09_10,8.5,4.9,0.5,0.744,0
Tyler Hansbrough,IND,09_10,8.5,4.8,1.0,0.39,0
Andres Nocioni,SAC,09_10,8.5,3.0,1.0,0.305,0
Robin Lopez,PHO,09_10,8.4,4.9,0.1,0.659,0
Terrence Williams,NJN,09_10,8.4,4.5,2.9,0.146,0
Nenad Krstic,OKC,09_10,8.4,5.0,0.7,0.61,0
Ty Lawson,DEN,09_10,8.3,1.9,3.1,0.646,0
Jared Dudley,PHO,09_10,8.2,3.4,1.4,0.659,0
Ramon Sessions,MIN,09_10,8.2,2.6,3.1,0.183,0
Kevin Durant,OKC,10_11,27.7,6.8,2.7,0.671,0
LeBron James,MIA,10_11,26.7,7.5,7.0,0.707,0
Carmelo Anthony,DENNYK,10_11,25.6,7.3,2.9,,0
Dwyane Wade,MIA,10_11,25.5,6.4,4.6,0.707,0
Kobe Bryant,LAL,10_11,25.3,5.1,4.7,0.695,0
Amar'e Stoudemire,NYK,10_11,25.3,8.2,2.6,0.512,0
Derrick Rose,CHI,10_11,25.0,4.1,7.7,0.756,1
Monta Ellis,GSW,10_11,24.1,3.5,5.6,0.439,0
Kevin Martin,HOU,10_11,23.5,3.2,2.5,0.524,0
Dirk Nowitzki,DAL,10_11,23.0,7.0,2.6,0.695,0
Dwight Howard,ORL,10_11,22.9,14.1,1.4,0.634,0
Blake Griffin,LAC,10_11,22.5,12.1,3.8,0.39,0
Eric Gordon,LAC,10_11,22.3,2.9,4.4,0.39,0
Russell Westbrook,OKC,10_11,21.9,4.6,8.2,0.671,0
LaMarcus Aldridge,POR,10_11,21.8,8.8,2.1,0.585,0
Andrea Bargnani,TOR,10_11,21.4,5.2,1.8,0.268,0
Danny Granger,IND,10_11,20.5,5.4,2.6,0.451,0
Brook Lopez,NJN,10_11,20.4,6.0,1.6,0.293,0
Kevin Love,MIN,10_11,20.2,15.2,2.5,0.207,0
Deron Williams,NJNUTA,10_11,20.1,4.0,10.3,,0
